"ref.date","friendly.name","price.adjusted","daily.return"
2011-07-12,"SMI",6014.839844,-0.00632429393880202
2011-07-13,"SMI",6025.22998,0.00172592663183508
2011-07-14,"SMI",5980.970215,-0.00737285148902856
2011-07-15,"SMI",5938.060059,-0.00720030747487075
2011-07-18,"SMI",5826.259766,-0.0190072457284525
2011-07-19,"SMI",5896.549805,0.0119921561380652
2011-07-20,"SMI",5966.540039,0.0117998003911359
2011-07-21,"SMI",6042.060059,0.0125778217272162
2011-07-22,"SMI",6031.930176,-0.0016779681248085
2011-07-25,"SMI",6017.490234,-0.00239678730117901
2011-07-26,"SMI",5990.180176,-0.004548776599905
2011-07-27,"SMI",5904.470215,-0.0144117635518973
2011-07-28,"SMI",5871.410156,-0.00561489159459047
2011-07-29,"SMI",5783.350098,-0.015111719484086
2011-08-02,"SMI",5546.939941,-0.0417367027897333
2011-08-03,"SMI",5483.149902,-0.0115666782595223
2011-08-04,"SMI",5285.25,-0.0367598135678222
2011-08-05,"SMI",5172.060059,-0.0216488487152625
2011-08-08,"SMI",4967.990234,-0.0402556943295949
2011-08-09,"SMI",4997.919922,0.00600643142735625
2011-08-10,"SMI",4791.959961,-0.042082304881335
2011-08-11,"SMI",5032.75,0.0490270490025322
2011-08-12,"SMI",5252.810059,0.042796628345235
2011-08-15,"SMI",5324.72998,0.0135988195865394
2011-08-16,"SMI",5373.299805,0.00908020629806209
2011-08-17,"SMI",5421.209961,0.00887682194746894
2011-08-18,"SMI",5196,-0.0424299317657528
2011-08-19,"SMI",5093.75,-0.0198748008013173
2011-08-22,"SMI",5144.02002,0.00982058083361733
2011-08-23,"SMI",5230.580078,0.0166873066612485
2011-08-24,"SMI",5328.490234,0.0185457543893305
2011-08-25,"SMI",5298.180176,-0.00570454131460256
2011-08-26,"SMI",5323.120117,0.00469622101785369
2011-08-29,"SMI",5446.470215,0.0229081122813356
2011-08-30,"SMI",5449.160156,0.000493765108223683
2011-08-31,"SMI",5528.52002,0.014458655245137
2011-09-01,"SMI",5531.540039,0.000546112599560571
2011-09-02,"SMI",5359.669922,-0.0315638733586788
2011-09-05,"SMI",5142.990234,-0.0412677235707822
2011-09-06,"SMI",5367.240234,0.0426791856128278
2011-09-07,"SMI",5501.259766,0.0246632608623836
2011-09-08,"SMI",5528.910156,0.00501360325622504
2011-09-09,"SMI",5430.77002,-0.0179097852672869
2011-09-12,"SMI",5303.140137,-0.023781808572304
2011-09-13,"SMI",5359.140137,0.0105044162210763
2011-09-14,"SMI",5417.890137,0.0109029260364757
2011-09-15,"SMI",5433.47998,0.00287334291575152
2011-09-16,"SMI",5452.879883,0.00356407904570463
2011-09-19,"SMI",5360.560059,-0.017075429766574
2011-09-20,"SMI",5471.399902,0.0204660490306588
2011-09-21,"SMI",5475.339844,0.000719838465433372
